id,fractal_id,symbol,direction,entry_price,sl_initial,volume_total,volume_per,status,source_timeframe,created_at
1045,381225,XAUUSDm,BUY,4229.960032,4222.653,0.05,0.05,closed,5min,2026-06-18T17:55:07.999936
1044,380802,XAUUSDm,BUY,4227.224764,4216.428,0.05,0.05,closed,5min,2026-06-18T17:50:07.454427
1043,378490,XAUUSDm,SELL,4222.19576,4226.454,0.05,0.05,closed,5min,2026-06-18T17:00:14.847481
1042,378465,XAUUSDm,SELL,4223.372799999999,4228.48,0.05,0.05,closed,5min,2026-06-18T17:00:13.436694
1041,377781,XAUUSDm,SELL,4217.3952,4233.099,0.05,0.05,closed,5min,2026-06-18T16:50:12.279539
1040,377777,XAUUSDm,SELL,4219.10868,4224.497,0.05,0.05,closed,5min,2026-06-18T16:50:10.908870
1039,377581,XAUUSDm,SELL,4222.19576,4226.454,0.05,0.05,closed,5min,2026-06-18T16:45:09.576586
1038,377185,XAUUSDm,SELL,4223.372799999999,4228.48,0.05,0.05,closed,5min,2026-06-18T16:40:06.233798
1037,377010,XAUUSDm,SELL,4222.19576,4226.454,0.05,0.05,closed,5min,2026-06-18T16:35:06.961449
1036,376269,XAUUSDm,SELL,4223.372799999999,4228.48,0.05,0.05,closed,5min,2026-06-18T16:25:10.833355
1035,374464,XAUUSDm,BUY,4228.272208,4219.569,0.05,0.05,closed,2H,2026-06-18T16:00:16.267262
1034,373188,XAUUSDm,BUY,4227.224764,4216.428,0.05,0.05,closed,5min,2026-06-18T15:40:07.380351
1033,372787,XAUUSDm,BUY,4227.224764,4216.428,0.05,0.05,closed,5min,2026-06-18T15:30:14.076392
1032,372177,XAUUSDm,SELL,4243.00564,4247.167,0.05,0.05,cancelled_restart,5min,2026-06-18T15:20:05.757623
1031,372010,XAUUSDm,SELL,4249.54144,4253.371,0.05,0.05,closed,5min,2026-06-18T15:15:11.029575
1030,372009,XAUUSDm,SELL,4247.517040000001,4250.256,0.05,0.05,closed,5min,2026-06-18T15:15:09.662442
1029,371195,XAUUSDm,SELL,4261.77124,4271.632,0.05,0.05,closed,5min,2026-06-18T15:00:15.018448
1028,371113,XAUUSDm,BUY,4248.486176,4240.836,0.05,0.05,closed,5min,2026-06-18T15:00:13.463824
1027,371023,XAUUSDm,SELL,4278.39624,4308.228,0.05,0.05,closed,15min,2026-06-18T15:00:11.888450
1026,370849,XAUUSDm,SELL,4263.7476400000005,4274.377,0.05,0.05,closed,30min,2026-06-18T15:00:10.102489
